Θεσσαλονίκη-Σταυρούπολις - ΚΑΒΑ - ΠΟΤΑ ΜΑΚΡΟΓΙΑΝΝΗ,Τηλ. 2310666866 - Φαξ 2310602010 (GMap),22.93438,40.66343,56430,Σταυρούπολις,Νικολάου Πλαστήρα,2
Ιωάννινα - ΔΗΜΗΤΡ. Σ. ΚΩΣΤΑΔΗΜΑΣ,Τηλ. 2651045308 (GMap),20.8479,39.64604,45332,Ιωάννινα,Γέφυρας Τσιμόβου,37
Ιωάννινα - ΕΛΕΥΘΕΡΙΑ ΔΑΛΛΙΟΥ,Τηλ. 2651031270 (GMap),20.83233,39.68089,45445,Ιωάννινα,Κώστα Βάρναλη,35
Ιωάννινα - ΜΑΚΗΣ ΕΥΑΓΓ. Σ.,Τηλ. 2651022502 (GMap),20.85425,39.66617,45444,Ιωάννινα,Πλατεία Δημοκρατίας,2
Ιωάννινα Οινοθήκη,,20.85116,39.65987,,Ιωάννινα,Λεωφόρος Δωδώνης,18
Κιλκίς - ΠΑΝΤΕΛΙΔΗΣ ΧΡΗΣΤΟΣ & ΣΙΑ ΟΕ,Τηλ. 2341022617 (GMap),22.87519,40.99364,61100,Κιλκίς,Εθνικής Αντιστάσεως,9
Κορινθία-Βόχα,,22.8073865,37.9524744,20006,Βόχα,Κορίνθου-Πατρών,
Κορινθία-Κόρινθος - ΒΛΑΣΗΣ ΝΙΚΟΛΑΟΣ Ι.,Τηλ. 2741022596 (GMap),22.93294,37.93939,20100,Κόρινθος,Εθνικής Αντιστάσεως,28
Κορινθία-Κόρινθος - ΜΠΟΥΦΗ Τ. - ΚΕΦΑΛΑ Μ. & ΣΙΑ ΟΕ,Τηλ. 2741024524 - Φαξ 2741074021 (GMap),22.92966,37.9402,20100,Κόρινθος,Κολιάτσου,56
Κορινθία-Λουτρά Ωραίας Ελένης,,22.9970548,37.8656537,20100,Λουτρά Ωραίας Ελένης,Κορίνθου-Επιδαύρου,
Κρήτη-Ηράκλειο Drink house,,25.11837,35.33567,,Ηράκλειο Κρήτης,Λεωφόρος 62 Μαρτύρων,
Κρήτη-Ρέθυμνο,,24.47546,35.36997,,Ρέθυμνο Κρήτης,Κωνσταντίνου Παλαιολόγου,11
Κρήτη-Ρέθυμνο,,24.47695,35.36659,,Ρέθυμνο Κρήτης,Γερακάρη,90
Κρήτη-Ρέθυμνο,,24.48922,35.36511,,Ρέθυμνο Κρήτης,Κωνσταντινουπόλεως,18
Κρήτη-Ρέθυμνο,,24.47449,35.36757,,Ρέθυμνο Κρήτης,Τομπάζη,3
Κρήτη-Ρέθυμνο,,24.47452,35.36788,,Ρέθυμνο Κρήτης,Εθνικής Αντιστάσεως,38
Κρήτη-Ρέθυμνο,,24.47606,35.36897,,Ρέθυμνο Κρήτης,Αρκαδίου,168
Κρήτη-Ρέθυμνο,,24.487,35.36496,,Ρέθυμνο Κρήτης,Άγγελου Σικελιανού,9
Κρήτη-Ρέθυμνο,,24.48516,35.36602,,Ρέθυμνο Κρήτης,Παπαναστασίου,9
Κρήτη-Ρέθυμνο,,24.47676,35.36798,,Ρέθυμνο Κρήτης,Αρκαδίου,122
Κρήτη-Ρέθυμνο,,24.51286,35.36606,,Ρέθυμνο Κρήτης,Λεωφόρος Μάχης Κρήτης,58
Κρήτη-Ρέθυμνο,,24.51018,35.36605,,Ρέθυμνο Κρήτης,Λεωφόρος Μάχης Κρήτης,28
Κρήτη-Ρέθυμνο,,24.47453,35.36728,,Ρέθυμνο Κρήτης,Βοσπόρου,8
Κυκλάδες-Ερμούπολη - ΨΑΡΡΟΣ ΝΙΚΟΣ,Τηλ. 2281079373 (GMap),24.94189,37.44297,84100,Ερμούπολη,Σταμάτη Πρωΐου,24
Λακωνία-Σπάρτη - ΣΑΡΡΟΥ ΑΓΓΕΛΙΚΗ Χ.,Τηλ. 2731024038 (GMap),22.43285,37.07509,23100,Σπάρτη,Λεωφόρος Λυκούργου,61
Λάρισα - ΓΚΙΑΜΙΣΗΣ ΝΙΚΟΛΑΟΣ Μ.,Τηλ. 2410535517 (GMap),22.4117,39.63487,41222,Λάρισα,Βελισσαρίου,7
Λάρισα-Τύρναβος - ΛΕΤΣΙΟΣ ΓΕΩΡΓΙΟΣ Σ.,Τηλ. 2492024677 (GMap),22.28499,39.73713,40100,Τύρναβος,Ηρώων Πολυτεχνείου,46
Λάρισα-Φάρσαλα - ΚΑΛΟΥΖΑΚΗΣ Δ. & ΣΙΑ ΟΕ,Τηλ. 2491023615 (GMap),22.38685,39.29759,40300,Φάρσαλα,Βόλου,27
Λάρισα-Φάρσαλα - ΚΑΤΣΑΚΙΩΡΗ ΑΙΚΑΤ. & ΣΙΑ ΟΕ,Τηλ. 2491026642 (GMap),22.37734,39.29529,40300,Φάρσαλα,Λαμίας,95
Ξυλόκαστρο,,22.624996,38.076548,20400,Ξυλόκαστρο,Κωνσταντίνου Τσαλδάρη,
Ξυλόκαστρο,,22.635307,38.077468,20400,Ξυλόκαστρο,Βαγενά,
Πειραιάς - GALA,Τηλ. 2104186672 - Φαξ 2104288385 (GMap),23.64013,37.93843,18537,Πειραιάς,Αγίου Νικολάου,5
Πειραιάς Annies Choices,,23.6481,37.94302,,Πειραιάς,Αγίου Κωνσταντίνου,15
Πειραιάς Cava Halari,,23.64741,37.93366,,Πειραιάς,Ακτή Μουτσοπούλου,74
Πειραιάς Cava Halari,,23.63447,37.93551,,Πειραιάς,Χατζηκυριάκου,75
Πειραιάς Musses,,23.64928,37.94565,,Πειραιάς,34ου Συντάγματος Πεζικού,25
Πειραιάς-Κερατσίνι - ΣΤΑΜΠΟΥΛΟΓΛΟΥ ΙΩΑΝΝΗΣ,Τηλ. 2104312943 - Φαξ 2104008039   - Κιν. 6944337375 (GMap),23.61959,37.97324,18758,Κερατσίνι,Πολυλά,32
Πειραιάς-Κορυδαλλός - ΟΙΝΟΧΟΟΣ,Τηλ. 2104967647 - Φαξ 2104946084   - Κιν. 6975903910 (GMap),23.65709,37.97461,18120,Κορυδαλλός,Πλουτάρχου,18
Σαρωνίδα Λιθοινον,,23.92197,37.74378,,Σαρωνίδα,Λεωφόρος Σαρωνίδας ,122
Τρίκαλα,,21.77082,39.56286,,Τρίκαλα,Κονδύλη,82
Τρίκαλα,,21.76466,39.55401,,Τρίκαλα,Κοραή,8
Τρίκαλα,,21.76537,39.55214,,Τρίκαλα,Ιπποκράτους,8
Τρίκαλα,,21.76518,39.55614,,Τρίκαλα,Στέφανου Σαράφη,23
Τρίκαλα,,21.76578,39.55115,,Τρίκαλα,Ασκληπιού,38
Τρίκαλα,,21.77068,39.55517,,Τρίκαλα,Βασίλη Τσιτσάνη,27
Τρίκαλα,,21.77433,39.55097,,Τρίκαλα,Δευκαλίωνος,11
Τρίκαλα,,21.78899,39.55518,,Τρίκαλα,Λαρίσης,16
Τρίκαλα,,21.75848,39.54283,,Τρίκαλα,Διογένους,5
Τρίκαλα,,21.76733,39.55653,,Τρίκαλα,25ης Μαρτίου,6
Τρίκαλα Αμφορέας,,21.76469,39.54869,,Τρίκαλα,Ασκληπιού,66
Χανιά - ΓΙΑΝΝΑΡΑΚΗ ΚΑΒΑ,Τηλ. 2821046764 (GMap),24.01792,35.51617,73100,Χανιά,Χάληδων,1
